comment_text,toxicity
  balls my friend  you protected it when i put taxi driver  until in the infobox then surprise  surprise it was suddenly  protected now forgive me for doing what i thought was a agf  because i thought it was but i forgot you don t seem to assume good faith  for e g  this edit  i see this as a good faith edit  however you didn t i mean you remind me a lot of he s the same as you never assumes good faith ,0
where is the interruption ,0
the article kevin sunnucks has been speedily deleted from wikipedia  this was done because the article seemed to be about a person  group of people  band  club  company  or web content  but it did not indicate how or why the subject is notable  that is  why an article about that subject should be included in wikipedia  under the criteria for speedy deletion  articles that do not assert notability may be deleted at any time  if you can indicate why the subject is really notable  you are free to re create the article  making sure to cite any verifiable sources please see the guidelines for what is generally accepted as notable  and for specific types of articles  you may want to check out our criteria for biographies  for web sites  for musicians  or for companies  feel free to leave a note on my talk page if you have any questions about this  talk to me ,0
 notability of sydney ferliger a tag has been placed on sydney ferliger  requesting that it be speedily deleted from wikipedia  this has been done because the article appears to be about a person  group of people  band  club  company  or web content  but it does not indicate how or why the subject is notable  that is  why an article about that subject should be included in an encyclopedia  under the criteria for speedy deletion  articles that do not assert the subject s importance or significance may be deleted at any time  please see the guidelines for what is generally accepted as notable  if you think that you can assert the notability of the subject  you may contest the deletion  to do this  add  on the top of the page  just below the existing speedy deletion or db tag  and leave a note on the article s talk page explaining your position  please do not remove the speedy deletion tag yourself  but don t hesitate to add information to the article that would confirm the subject s notability under wikipedia guidelines for guidelines on specific types of articles  you may want to check out our criteria for biographies  for web sites  for bands  or for companies  feel free to leave a note on my talk page if you have any questions about this ,0
thank you for your comments and valid points  i just didn t want this to be ignored if it was notable enough ,0
well  i added link templates for allmusic and musicbrainz to the article  they toured at least germany and there are lots of reviews of their albums  which i didn t find very important to inlude them to the article  googling for the band s name brings lots of results and in fact there were articles in three more wikipedias  all written not by me  and some internal links  before i created the english article  i hope  that there will be no doubt in their notability  well  it is of course not one of the most popular bands of the world  but quite notable  at least in the european stoner rock scene ,0
ok i created one lists of etymologies feb utc ,0
in the mean time  maybe you d like to use irc to go to irc freenode net  wikipedia and maybe talk with me there  i d best ask you my standard questions anyway ,0
 utc  nevermind  brain fart  talk contribs july,0
 kit number why is his number listed as he wears for milan ,0
 hi  thank you for your edit to excommunication  but i am going to revert the change the reason why is that your movement of these words did change the meaning to something that is not  in my opinion  as factually accurate it is possible that  the vast majority of modern mennonites do not consider the ban in and of itself  to be a pathological malpractice of church discipline  but the particular extreme application of it  that breaks up families  etc to be pathological  feel free to discuss this on the talk page or below  if you want  ,0
two out of three of your sources are rubbish and  i think  show you up for what you are  there s a lot of claptrap coming from israel over hamas being one and the same with isis  and then you have sisi simply not liking them because of their connection to the deposed muslim brotherhood government in egypt  hamas is islamist nationalist  and so the wahhabis of isis see them as heretical  and there s not really any evidence to the claims of hamas and isis colluding in the sinai  it s by and large israeli nonsense of the kind they ve been rattling off since aq became such a hot issue ,0
  i think the problem is  that the image doesn t exist under that name  the file you ve linked to here is actually a red link  which means it doesn t exist  it might be found under a different name or location  this would be why it displayed the file name instead of the image on the article  try looking for the photo under a different name  hope this helps ,0
 i ve amended the section in question with a few further alterations  i still think the section needs work and will continue to work on it myself  my main reasons for putting the section in now is that the original section was primarily concerned with  a  the say show distinction  which i think plays little or no part in the investigations  and b  a formal distinction between sense and nonsense which is much less explicit in the investigations  if there at all  than it is in the tractatus  ,0
erp  the obe clearly meets wp anybio  the obituary in nature clearly meets wp gng  i ll take it to deletion review ,0
 explain your reasoning for deleting it besides just saying it s been removed that s illogical to do so  there is nothing nonsensical about it  unless there was no source provided  it should have remained  ,0
 guys  you are the abusive and dare i say quite correctly in english the ignorant editors  you are ignoring what is being asked of you  ignoring the consensus  look what you are doing  if you do not get your way you cry help me eurocentric vandalism but you go on to vandalise others  enjoy your own company but go troll somewhere else  ,1
 your request to be un block  has been granted for the following reason s seems to have been a false positive on our abuse filters  sorry for any inconvenience request handled by unblocking administrator  please check for active autoblocks on this user after accepting the unblock request  ,0
an even better idea would be to stop printing excessive amounts of money ,0
 wikipedia category titles  now has a straw poll  please give your opinion  adiant august utc  ,0
 mainpage bolding  hi  schutz  how  ya doing mainpage bot is busted talk ,0
i don t think this should be merged camp parsons is an extremely popular boy scout camp nation wide  they have troops from all over the country attend so it definitely deserves its own page ,0
acmeman  acmeman is not gsnguy  that s a lie ,0
redirect talk south norwood  london  england,0
 teams required fixing teams need to be fixed  hi  can someone please change the teams list for round as a bye as i can t figure this out  many thanks  ,0
  fuck you fuck you  that s his middle name  would it have hurt you to take three seconds to google it  or do you just want to be the world s biggest  ass hole http w huffingtonpost com jerry michael blanchard s n html,1
 the first paragraph of the article ends with the term racialism is sometimes favored as a less negative term by those who hold certain beliefs about race that they believe to be scientifically justified  two problems the way this sentence is currently worded  it assumes the validity of the concept of race  when in fact that term is problematical because of the way most people interpret it  there is no clear indication of what believers in racialism believe  other than that they believe their beliefs are scientifically justified  it s also unclear whether these believers are even a reasonably coherent group  or whether for some users of the terms it indicates a belief that  e g people with a recent african heritage are more likely  statistically  to have sickle cell anemia and therefore need to be screened for that disease  and for others it is just a cosmetic improvement on racism nov utc  ,0
your a  cunt  chovain suck  it ya minge,1
 what is this supposed to mean  as far away from pov neutral as one can imagine after mcquaid was buried under the high altar in dublin s pro cathedral  he was quickly forgotten  as his successors struggled  unsuccessfully in the end  to fend off what became known as  the liberal agenda that is really how the article ends at present  what a joke  ,0
  i have requested  multiple times now  that you quote and  trans late the material that backs up the lines in the spring of the supreme court dismissed the claim and this paved the way for a rapid expansion including an immediate fifteen trailer homes with the help of uri bar on and another housing starts approved by the minister of housing and construction david levy and and the supreme court of israel confirms  please do so  nableezy ,0
 his later works  from approximately until his death in questioned and satirized the status of the art object as it had been conceived throughout modernism  bring evidence  analyze a selection of pieces that support this statement  s  ,0
 scripts punchy dialogue witty how are the strings of smarmy self satisfied quips and painfully melodramatic monologues that make up dawson s creek scripts in any way punchy or clever i agree that the standards of  pov  shouldn t be quite as high when arts or drama are being discussed  otherwise it s difficult to describe the thing in question but stupid povs are too much  ,1
here was me thinking i was in an exclusive club  talk ,0
 a barnstar for you  the original barnstar thanks for your contributions talk  ,0
the pumping displacement is limited to cylinder volumetricity unless a two stage piston is used as most recently used by hooper  the crank case is only a storage area  and it s volume is generally irrelevant to pumping volume ,0
minority front  do you have a source for your edit that roy bhoola is now the minority front leader ,0
can i just say  no one cares about your opinion and also i see your are a member of wikiproject politics and you have just told me you don t know what social populism is then don t comment ,0
 the dave hi  i have removed your prod they only apply to a prod  and this article is at afd  if you want to support deletion you can do that at the afd debate  you may be right that it s not an intentional hoax  but if not they are remarkably innocent to think that posting three separate references which don t mention the term at all is a convincing thing to do  regards  ,0
 it is true that lots of more modern arts hang without frames  but the signac paintings are years old  and even contemporary art in a wikipedia article benefits from frames in their presentation to the viewer  virtually any image benefits from lines echoing the delineation of the  usually rectangular  image  this is somewhat similar to the way scare quotes call attention to a word or phrase  the scare quotes are setting off that word or phrase for special consideration  we have a vested interest in trying to get the reader to take special notice of each image of artwork that we include in an article  if we are going to argue that wikipedia is not an art gallery or that these thumbnails are hardly impressive in their dimensions and scarceness of detail  then why bother including images of famous paintings at all  i think we all agree that the images are all educational in an art historical kind of way  therefore it seems like a poor move to reduce their usefulness to the reader by removing the framing lines and the emphasis those lines impart to the image  ,0
regardless of who i am  there s a bunch of unsourced material in the article  your ad hominems do nothing to make the article better ,0
how about moving the content to football club world championship  and sections to its relevant tournament articles to me it was well sourced content  ,0
nothing in writing  yet  but given the fact that the new gsn executive has actuall brought back classics to the schedule not seen in years  ttd  trivia trap  now you see it  etc it is not out of the realm of possibility  he may just surprise us ,0
when was tex beneke s version recorded ,0
just wanted to thank you for looking at my unblock request i still believe that it was handled in the wrong way me and dreaded  although i didnt agree with everything you inputed  and still had some questions thank you for your attention,0
 im alive again i won the round i edited just a minute before i was  block  lucky shot there  and you kicked me while i was down by replying to my messages even though you knew i cudnt reply gud job gud job  you also got me  block  for no reason the last edit i made before i got  block  was not biased or bad at all why dont you check it anyway you will be happy to know i edited it and the man on the moon quote was added again its clear that the malaysian is using a dynamic ip and that his opinions are biased he tries hard not to admit it and you are taking his side on this unless there is concrete evidence there should not be assumptions like this made here  if you teach me how to cite sources or links i would gladly prove his opinions wrong if you are watching wiki i suggest you correct his edits if he cites that irrelevant source again  you should have warned me before you reported me for blocking thanks to you i have a block on my record you may have cheated your way by using the  rr as a reason but you shall not win the war ,0
welcome hello  colesmithhalflinger  and welcome to wikipedia  thank you for your contributions  i hope you like the place and decide to stay  here are some pages that you might find helpful  the five pillars of wikipedia tutorial how to edit a page and how to develop articles how to create your first article  using the article wizard if you wish  manual of style i hope you enjoy editing here and being a wikipedian  please sign your messages on discussion pages using four tildes this will automatically insert your username and the date  if you need help  check out wikipedia questions  ask me on my talk page  or ask your question on this page and then place help me before the question  again  welcome  portal universe i see that you have begun to create portal universe  you are very welcome to try this  but be aware that a portal page is much more complicated than an ordinary article page  have you seen the pages wikipedia portal and wikipedia portal instructions ,0
also  i even had to censer it a bit that time ,0
redirect talk athanasiou diakou street,0
  i agree  opabinia s most recent suggestion is the best one thus far  after level of support for evolution itself  the only significant disadvantages to it that i see are that its use of popular implies that this doesn t discuss the scientific consensus for evolution  which it does  and that its opposite would be rejection rather than the more neutral opposition scienceapologist s suggestions are trying to solve a problem that doesn t exist  not all articles related or relevant to the creation evolution controversy need to mention both creationism and evolution in their titles ,0
 suck  my  cunt suck  my  cunt  you fuck  er  ,1
 welcome hello  jaxl  and welcome to wikipedia  thank you for your contributions  i hope you like the place and decide to stay  here are a few good links for newcomers  the five pillars of wikipedia how to edit a page help pages tutorial how to write a great article manual of style i hope you enjoy editing here and being a wikipedian  by the way  please be sure to sign your name on talk pages using four tildes to produce your name and the current date  or three tildes for just your name  if you have any questions  you can post to the help desk or ask me on my talk page  again  welcome june utc thanks june utc hi  brookie here just seen your page and so want to welcome you to the wiki and am glad to see that you ve got stuck in already july utc thank you july utc vfd list of navigational yadda yadda  thanks for casting a delete vote  that article is useless  no problem  i couldn t have agreed with you more on that  vandalism i ve  block  the vandal as per request  caint i responded on your talk page i m not an admin  you can report him at wikipedia vandalism in progress  and an admin will probably block him for you  but he s already been  block i see july utc i responded on your talk page my rfa  thanks jaxl for the support vote  i ll steer the adminship well glad to support you  i know you ll do well  the offspring s ep baghdad  hello  jaxl  when you add an infobox to the offspring s ep baghdad  which is recently in the needs infobox section from template album  here are the album cover sources and it is a hard to find release  though  talk i responded on your talk page yeah  i got your answer  maybe i ll complete the personnel section of the ep  in case you don t know anything about it  talk sf team talk page could you reply to my proposal on the star fox team talk page  thanks july utc  done  thanks  thank you for the support in my rfa july utc  sure thing  you re more than qualified for the job  exterminate  thanks for exterminating vandalism on my user page my talk  no problem  sf series talk page heh  i have another proposal for ya  well  your the only other person who helps out at the star fox articles who is pretty active  anyway  please see the talk star fox series page for my proposal  by the way  i probably won t be able to see the response until late tonight cause i will be busy  so don t bother waiting if you intended to do that  also  thanks for filling out the weapons section of star fox  assault page that i couldn t find info for august utc  i responde,0
 muser  dude  wth are you removing my messages  why don t you reply  what s wrong with you talk  ,0
i thought i replied this  thanks for the heads up versace ,0
so far there are tournaments and books afaik  i would be much more worried about what will the page look if only the participants are mechanically listed year after year  but at least there  s concensus  it s better to remove all the books than select just some of them  personally i would keep them ,0
how surprising how surprising that the article has been left with obvious errors from when i was constructing the article in the first place  ,0
 there are still many fundamental problems with the string theory and its successors  m theory etc i mention just three problems which a good theory of everything  toe  should solve a good toe should be able to formulate its own principles and fundamental equations  moreover  these principles and equations should clarify and simplify our picture of the physical world and allow some testable predictions  as far as i know  nothing like that is still available for the string theory  m theory in contrast to its rather long development and far reaching claims a good toe should allow  calculations of all interaction constants and particle parameters from its fundamental principles  it was actually one of the original einstein s goals to give some purely geometrical or mathematical origin to fundamental physical constants  no variant of string theory is able to calculate these parameters from some first principles if the toe is formulated in some space of higher dimension etc as expected  there should be also a unique and justified principle of compactification e g a principle how to project the structures from the dim world to our tangible dim world  in its contemporary status super string theory is very fuzzy and umbiguous concerning the compactification  in my opinion  the very word theory is rather premature in connection with the  super string theory and einstein himself probably would not be very happy with its present form and claims  ,0
cartoon network  cartoon network needs some more african american cartoons  not the dude that has purple powers  it had nothing to do with entertainment  for real  we need some african american cartoons  the boondocks is alright  but we need to match the percentage to the american cartoons  not all african american cartoons should have rap  ghettos  poupular fads and thug life culture  that s why these african american cartoons are falling  my man aaron is doing the right thing  right on homes wednesday august a different world,0
i would suggest common engineering entrance examination  the fact that it is indian and all its history of proposals can be included in the sections of the article ,0
google research seems to indicate that the preferred name for this class of antenna is biconic not biconical ,0
don t even start with that rubbish  i have the right to mention or suggest things  you are just a sad boy now that you realise you can t always have it your way  and i have only a few words for that  grow the hell up  talk contribs ,1
 regardless of whether or not the block remains in effect  and regardless of a past action  it remains that i was  block  by talk  ,0
you re a dirty faggot lick my hairy nut sack douche bag  i m gonna edit the  shit  out of wikipedia and enjoy it so fuck  you,1
 my mistake  serves me right for not waiting until i ve had some coffee  andemu  ,0
 hey  amigo  this is rossp i am not the user you think i am the first time i tried to edit gerry studds was on oct at about am central time you must be referring to someone else your vandalism standards are way out of line for someone who has been an admin since july you appear to be self righteous and misdirected also  somewhat of a douche bag  keep your hands off articles  including gerry studds unless you are following the rules and know what you are doing find another interest if you can t play in the sandbox  rossp ,0
robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick robert ullmann  suck s dick,1
moving on  poll  question  in words  more or less  what do you object to  in the article in its present protected state answers  it s protected  i think protected articles are contrary to wikipedian principles jun utc ,0
 please do not vandalize pages  as you did with this edit to audrina patridge  if you continue to do so  you will be  block  from editing  ,0
hi  you have made very sensible edits in the past and wonder if you would mind looking at the abortion page  i have gotten into an edit war with jtdirl and would appreciate your take on it  the war is primarily about style  i have tried to make the article less wordy and better organized  but i think there is an underlying npov issue  not concerning the matter of abortion  pro vs  con  but concerning the role of wikipedia  to educate people about ongoing public debates over certain issues  or to provide logical arguments meant to provoke people s thoughts right now there is an extensive account in the talk page  if you look at the article make sure to find out whose reversion it is well  i hope you are having a good holiday  if you celebrate it ,0
in fact  there appears to be only one article about a single lawsuit  maybe multiple filings and links to other court cases  this is simply original research and all court cases should be removed ,0
hi everyone  welcome to my talk page category user talk pages,0
why is slim virgin so interested in all of these controversial jew  related topics oh  that s right  its because she is defending the jew ish faith except that her entire point of view  on all of the topics  opposes the wishes of jew ish people perhaps slim virgin is angry at something perhaps she is the embodiment of this article ,0
 please do not vandalize pages  as you did with this edit to charles dickens  if you continue to do so  you will be  block  from editing  push my button  ,0
south eastern railway the section on accidents needs expanding  maybe you could cull some accidents from various line articles  such as the seml ,0
good luck well i wanted to be the first one to wish you good luck  i have done everything i can to stop this stupidity but unfortunately they keep letting fram do w hate ver he wants  i expect to be  block  myself soon because i told that piece of trash what i thought of him on the discussion so i think its only a matter of time before someone blocks me for personal attacks  of course they ll leave him be to continue his crusade against some other editor ,0
well they re about to loose that privilege many people on that page are now all coming to the same conclusion that they ve turned the page into chaos  it s not just me i d also appreciate it if you d mind your own business thanks ,0
ok  cool  keep me posted ,0
didn t you like my present here s a fresh one  if you got the last one dirty ,0
if that s the  nd quest  yes ,0
 please do not replace wikipedia pages or sections with blank content  it is considered vandalism  please use the sandbox for any other tests you want to do  take a look at the welcome page if you would like to learn more about contributing to our encyclopedia  thanks dakota ,0
jinxmchue apparently  i screwed up when i asked  if he plans to constructively edit any pages after his block expires he s now editing at user talk making the same complaints as usual i placed a rangeblock on which went over like a lead balloon  see wp an i jinxmchue ip rangeblock there s some discussion there and some questions about why he was  block  in the first place i removed the rangeblock and the protections i put on the talk pages earlier  but there s an unblock request at user talk i don t know if you want to provide some explanation  but i figured you might want to at least know about it it looks like i ve caused the interpersonal fiasco that i knew i d cause right after christmas good going on my part  elkspeak ,0
sorry chief  i d had a drink and perhaps was a little thoughtless  i didnt mean to sound so baity sorry  dear boy toodle oo,0
there you happy  i posted a link fuck you and fuck jimbo w hate ver ,1
 start with the fact that wikipedia is not a dictionary continue with the fact that wikipedia is not in and of itself a reliable source what a redirect on wikipedia points to has absolutely nothing to do with anything ask  say  m w com  y know  an actual dictionary  the same thing and you ll see what the difference is  see definition for which there is no equivalent for the the word inculcate  indoctrinate has negative bias connotations  inculcate does not  ,0
no discussion  so i made the above edits ,0
the problem i have is that from my understanding  london  the region of england is the exact same thing as london  the city  both are conurbations and have no administrative role within uk government  this article is currently suggesting that  london  as a city is only a convention when really  there is a legal entity know as  london the region which effectively acts as the capital city of the united kingdom  i agree that greater london and london are separate entities  and deserve separate articles however currently there are two articles cover the same region known as  london i think that the region known as  london  should removed from the greater london article and this article should show that london is a region commonly described as a city  regards ,0
u smell its contaygius,1
i  hate  you you just do things anyhow and as you please as if you father owns wikipedia  you just delete articles anyhow also  dont let me catch u one day else i ll kill you  watchout dawg  u just played with fire ,1
 another silk purse award silk purse awardi am both pleased and honored to present you with another silk purse award in appreciation for your superb improvements to the fire from the heartland article  essentially changing what was seen as a sow s ear stub into a terrific silk purse start  michael q  ,0
added to the sentance you mentioned ,0
http w statistics gov uk cci article asp id shows that for most of the last thirty years  inflation in the uk has hovered between and per cent  even at the uppermost figure  you wouldn t have expected prices to increase more than per cent between and when in fact they ve increased per cent  if we could find a published quote referring to price complaints  this would be ironclad  but even if we can t i still feel it s decent content  after all  it s much better supported than most of the stuff in the article and people are only objecting to it because it s criticism ,0
afd please see wikipedia articles for deletion maps of american ancestries  it s an interesting article  but imo not suitable for an encyclopedia  feel free to disagree  or agree  thanks ,0
 uses i removed this section from the page in southeast asia  the roots of the plant are used cosmetically medicinally to  all right  i can t remember what they re supposed to be good for  someone else please fill this in  it can also be used as an insecticide  it can kill a house fly research in cogon grass as a insecticides is done by the researches of uplb since it admits at a meta level that it is incomplete  the discussion page is for discussion i don t have the expertise to fix it  but a complete uses section would be great  ,0
two points  don t talk to me in template form  that is contrary to wp civil  i know how much you guys like the rules round here  who have i insulted exactly  when you accuse someone of something  its better to use some evidence ,0
 notability of ms peachez a tag has been placed on ms peachez requesting that it be speedily deleted from wikipedia  this has been done because the article appears to be about a real person  organization  band  club  company  etc or web content  but it does not indicate how or why the subject is notable  that is  why an article about that subject should be included in an encyclopedia  under the criteria for speedy deletion  articles that do not indicate the subject s importance or significance may be deleted at any time  please see the guidelines for what is generally accepted as notable  if this is the first page that you have created  then you should read the guide to writing your first article if you think that you can assert the notability of the subject  you may contest the deletion by adding  to the top of the page  just below the existing speedy deletion or db tag coupled with adding a note on the article s talk page explaining your position  but be aware that once tagged for speedy deletion  if the article meets the criterion it may be deleted without delay  please do not remove the speedy deletion tag yourself  but don t hesitate to add information to the article that would confirm the subject s notability under wikipedia guidelines for guidelines on specific types of articles  you may want to check out our criteria for biographies  for web sites  for bands  or for companies  feel free to leave a note on my talk page if you have any questions about this blanchardb  myears mymouth timed  ,0
also i ve actually been on wikipedia for many years  this is not my first account although i don t see how long someone being a member here gives them more rights and say so s when that s not the point of this site ,0
gba i ve found out a game boy advance version of this was released  there s no mention of it in the article as we know the current acclaim doesn t have rights to this series  information may be scarce ,0
my personal experience does provide the context for my interpretation of reliable sources  but i don t use it as a basis on which to add remove or modify information  and i am able to commit to this ,0
hasbro this article says that infogrames owns hasbro but then it says they sold some things to hasbro and the hasbro page doesn t say they are owned by infogrames ,0
thanks so much kevin  your input is so much appreciated  best ,0
thank you that fixed i didnt even think to look there  great help,0
thank you for your comments  please click for my rebuttal,0
tim vickers you are a failed human thus a dud  you did not evolve from a zombie ,1
do you spit or swallow ,1
no problem thanks for the tip about putting in an edit summary i too have been removing premature ef  ratings to the tuscaloosa tornado ,0
here s one for you  shut up you sad  sad  bastard regards your friendly neighbourhood go on  block me  have fun dealing with the  new  me after that ,1
let s do that then ,0
 team roster moved from user talk kevin mce  hi there  i wonder if you might be able to clarify your reason for making this edit where you cited wp crystal  i m not clear on why the information you removed is inappropriate  thanks  i don t know what needs to be explained we cannot say with certainty that those riders will ride for that team next year  because we do not know the future an encyclopaedia reports facts  not expectations  hi again  firstly  i moved your comment back here to keep this in one place so it is easier to follow  i am still not clear exactly what at wp crystal makes this content inappropriate  this is not a predicted team roster  it is verifiable and very likely to be accurate since the chance of team sky confirming they have signed a contract with a rider for and then that not happening must be very slim  it is verifiable that these men have signed to ride for that team next year  that is in the preceding paragraph and i would not challenge the appropriateness of stating that a roster  not a word that should be used on an article about a uk subject  but that is a different matter  is not something that exists in and even as a speculative list  it is so incomplete as to be meaningless  it also does not use the cycling squad template which is standard for team articles  but these are not the point returning to the crystal balling issue  you say yourself that the chance of them not riding is very slim  you thus acknowledge that this is a possibility  and therefore their inclusion in the squad is not a definite fact let s hope it doesn t happen  but sky might go bust  or any one of the signed riders might have a career ending injury  before january  in which case will arrive  they will not be part of the team  and the encyclopaedia will be guilty of having recorded an error facts  not expectation  i will happily accept that the signing of a contract to ride for the team in doesn t mean that any of these will actually ride for the team in and that the team might not even exist  however  all these riders have been signed up to ride for the team in that makes them part of the squad for we re not simply expecting them to be  they are confirmed to be  surely though  we would be speculating if we were to disregard that and suggest it might not happen  i think you are misinterpreting wp crystal  i d suggest that it makes it clear that it is perfectly acceptable to include details of future events providing the information is verifiable  as is the case here  if it turns out that any or all of these riders don t ride for team sky in then the wikipedia article won t have been guilty of having recorded an error because it was an entirely accurate description of the situation at this time based upon the information available  i m not saying that it won t happen  nor that it is not very likely  but that it is expectation  not fact you speak of verifiability  but life teaches us that the future is not verifiable if they were to die before the end of this year  they will not be in the team  the future is not confirmed an entirely accurate description of something that does not currently exist is not possible  and as a description  a man top level racing squad is not entirely accurate i find your position on this matter a little strange  you seem to want to defend the article from speculation but in doing so  seem to be introducing your own speculation that the team might not exist or the riders might change  the names that are being announced are for the squad  so it seems perfectly appropriate to describe the list as such  we can  and should  only base the article on what can be verified at the current time  and that is that the riders named are part of the team for the information we have at the current time says these individuals are confirmed to ride for the team in and our article is  and should  only ever be based upon information available at the time  i would note that  not only has another user reverted the change you made which i am concerned about here  but also that a further ten names have been announced,0
 ethnic violence i think the following paragraph should be removed from the article it has been suggested that the random violence was a delayed response to crime perpetrated by other middle easterners  such as gang rapes that occured in and my main problem with it is that the claim being put forward is totally unsourced and unsupported  yes  whoever put it in has provided an article from the australian as a source  however  if you actually read this article  it doesn t say anything of the sort about the violence being some kind of delayed response to events in and in fact  it only mentions rape once  here is the relevant section of the article in an article on this page nearly two years ago don t turn a blind eye to terror in our midst  january i argued that the increasing frequency of racially motivated attacks on young australian men and women including murders  gang rapes and serious assaults by young men of lebanese muslim descent would rise dramatically throughout australia  these problems remain widespread and have been documented in the ensuing two years so no mention of any kind of delayed response  therefore  the idea is completely the pov of whoever wrote it  hiding behind a misrepresented source  it should go  ,0
 documentary  fragmentary  or supplementary it looks like parts of this article were written without regard to the rest of the article  two examples are the fact that there are two sections called legacy and his legacy  and that the same quote he who believes  appears twice in the article with different  trans lations  ,0
i m not sure how this is contributing to the article  but i have been involved in several law suits in my day they are extreemly time resource consuming and very expensive like the cost of a lawsuite can be more than the total value of the business doing the suing rarely does it make any sense,0
